STATISTIC,Statistic Label,TLIST(A1),Year,C04313V05092,Type of Expenditure on Education,UNIT,VALUE
CEPHA18C01,Government Expenditure on Education,1937,1937,180,State funds - Technical (Vocational),£,268196
CEPHA18C01,Government Expenditure on Education,1937,1937,190,Local rates - Technical (Vocational),£,158190
CEPHA18C01,Government Expenditure on Education,1937,1937,200,Total Technical (Vocational),£,426386
CEPHA18C01,Government Expenditure on Education,1937,1937,210,Total Universities and Colleges,£,
CEPHA18C01,Government Expenditure on Education,1937,1937,220,Total Dublin Institute for Advanced Studies,£,
CEPHA18C01,Government Expenditure on Education,1937,1937,230,Total Science and Art,£,44593
CEPHA18C01,Government Expenditure on Education,1937,1937,240,Total Reformatory and Industrial Schools,£,109535
CEPHA18C01,Government Expenditure on Education,1937,1937,250,Total Education Expenditure,£,4752920
CEPHA18C01,Government Expenditure on Education,1937,1937,260,First Level Education,£,
CEPHA18C01,Government Expenditure on Education,1937,1937,270,Second Level Education (Post Primary),£,
CEPHA18C01,Government Expenditure on Education,1937,1937,280,Third Level Education (Higher Education),£,
CEPHA18C01,Government Expenditure on Education,1937,1937,290,Office of the Minister for Education,£,
CEPHA18C01,Government Expenditure on Education,1937,1937,300,Department of Education Expenditure,£,
CEPHA18C01,Government Expenditure on Education,1937,1937,310,Residential Homes and Special Schools,£,
CEPHA18C01,Government Expenditure on Education,1937,1937,320,Other Government Departments,£,
CEPHA18C01,Government Expenditure on Education,1937,1937,330,Total Gross Expenditure,£,
CEPHA18C01,Government Expenditure on Education,1937,1937,340,Total Appropropriations in Aid,£,
CEPHA18C01,Government Expenditure on Education,1937,1937,350,Total Net Expenditure,£,
CEPHA18C01,Government Expenditure on Education,1938,1938,100,Administration,£,174078
CEPHA18C01,Government Expenditure on Education,1938,1938,110,Teacher Training - Primary Education,£,99705
CEPHA18C01,Government Expenditure on Education,1938,1938,120,Teacher Salary - Primary Education,£,3113091
CEPHA18C01,Government Expenditure on Education,1938,1938,130,Teacher Pension - Primary Education,£,374098
CEPHA18C01,Government Expenditure on Education,1938,1938,135,Teacher Pension (Grants in Aid) - Primary Education,£,
CEPHA18C01,Government Expenditure on Education,1938,1938,140,Miscellaneous - Primary Education,£,52194
CEPHA18C01,Government Expenditure on Education,1938,1938,150,Appropriations in Aid (deduct) - Primary Education,£,85525
CEPHA18C01,Government Expenditure on Education,1938,1938,160,Total Primary Education,£,3553563
CEPHA18C01,Government Expenditure on Education,1938,1938,170,Total Secondary Education,£,467532
CEPHA18C01,Government Expenditure on Education,1938,1938,180,State funds - Technical (Vocational),£,287355
CEPHA18C01,Government Expenditure on Education,1938,1938,190,Local rates - Technical (Vocational),£,168880
CEPHA18C01,Government Expenditure on Education,1938,1938,200,Total Technical (Vocational),£,456235
CEPHA18C01,Government Expenditure on Education,1938,1938,210,Total Universities and Colleges,£,
CEPHA18C01,Government Expenditure on Education,1938,1938,220,Total Dublin Institute for Advanced Studies,£,
CEPHA18C01,Government Expenditure on Education,1938,1938,230,Total Science and Art,£,58886
CEPHA18C01,Government Expenditure on Education,1938,1938,240,Total Reformatory and Industrial Schools,£,108288
CEPHA18C01,Government Expenditure on Education,1938,1938,250,Total Education Expenditure,£,4818582
CEPHA18C01,Government Expenditure on Education,1938,1938,260,First Level Education,£,
CEPHA18C01,Government Expenditure on Education,1938,1938,270,Second Level Education (Post Primary),£,
CEPHA18C01,Government Expenditure on Education,1938,1938,280,Third Level Education (Higher Education),£,
CEPHA18C01,Government Expenditure on Education,1938,1938,290,Office of the Minister for Education,£,
CEPHA18C01,Government Expenditure on Education,1938,1938,300,Department of Education Expenditure,£,
CEPHA18C01,Government Expenditure on Education,1938,1938,310,Residential Homes and Special Schools,£,
CEPHA18C01,Government Expenditure on Education,1938,1938,320,Other Government Departments,£,
CEPHA18C01,Government Expenditure on Education,1938,1938,330,Total Gross Expenditure,£,
CEPHA18C01,Government Expenditure on Education,1938,1938,340,Total Appropropriations in Aid,£,
CEPHA18C01,Government Expenditure on Education,1938,1938,350,Total Net Expenditure,£,
CEPHA18C01,Government Expenditure on Education,1939,1939,100,Administration,£,180238
CEPHA18C01,Government Expenditure on Education,1939,1939,110,Teacher Training - Primary Education,£,95154
CEPHA18C01,Government Expenditure on Education,1939,1939,120,Teacher Salary - Primary Education,£,3244250
CEPHA18C01,Government Expenditure on Education,1939,1939,130,Teacher Pension - Primary Education,£,382894
CEPHA18C01,Government Expenditure on Education,1939,1939,135,Teacher Pension (Grants in Aid) - Primary Education,£,
CEPHA18C01,Government Expenditure on Education,1939,1939,140,Miscellaneous - Primary Education,£,71265
CEPHA18C01,Government Expenditure on Education,1939,1939,150,Appropriations in Aid (deduct) - Primary Education,£,87754
CEPHA18C01,Government Expenditure on Education,1939,1939,160,Total Primary Education,£,3705809
CEPHA18C01,Government Expenditure on Education,1939,1939,170,Total Secondary Education,£,479907
CEPHA18C01,Government Expenditure on Education,1939,1939,180,State funds - Technical (Vocational),£,325439
CEPHA18C01,Government Expenditure on Education,1939,1939,190,Local rates - Technical (Vocational),£,188664
CEPHA18C01,Government Expenditure on Education,1939,1939,200,Total Technical (Vocational),£,514103
CEPHA18C01,Government Expenditure on Education,1939,1939,210,Total Universities and Colleges,£,
CEPHA18C01,Government Expenditure on Education,1939,1939,220,Total Dublin Institute for Advanced Studies,£,
CEPHA18C01,Government Expenditure on Education,1939,1939,230,Total Science and Art,£,54993
CEPHA18C01,Government Expenditure on Education,1939,1939,240,Total Reformatory and Industrial Schools,£,108194
CEPHA18C01,Government Expenditure on Education,1939,1939,250,Total Education Expenditure,£,5043244
CEPHA18C01,Government Expenditure on Education,1939,1939,260,First Level Education,£,
CEPHA18C01,Government Expenditure on Education,1939,1939,270,Second Level Education (Post Primary),£,
CEPHA18C01,Government Expenditure on Education,1939,1939,280,Third Level Education (Higher Education),£,
CEPHA18C01,Government Expenditure on Education,1939,1939,290,Office of the Minister for Education,£,
CEPHA18C01,Government Expenditure on Education,1939,1939,300,Department of Education Expenditure,£,
CEPHA18C01,Government Expenditure on Education,1939,1939,310,Residential Homes and Special Schools,£,
CEPHA18C01,Government Expenditure on Education,1939,1939,320,Other Government Departments,£,
CEPHA18C01,Government Expenditure on Education,1939,1939,330,Total Gross Expenditure,£,
CEPHA18C01,Government Expenditure on Education,1939,1939,340,Total Appropropriations in Aid,£,
CEPHA18C01,Government Expenditure on Education,1939,1939,350,Total Net Expenditure,£,
CEPHA18C01,Government Expenditure on Education,1940,1940,100,Administration,£,183996
CEPHA18C01,Government Expenditure on Education,1940,1940,110,Teacher Training - Primary Education,£,89321
CEPHA18C01,Government Expenditure on Education,1940,1940,120,Teacher Salary - Primary Education,£,3264557
CEPHA18C01,Government Expenditure on Education,1940,1940,130,Teacher Pension - Primary Education,£,398949
CEPHA18C01,Government Expenditure on Education,1940,1940,135,Teacher Pension (Grants in Aid) - Primary Education,£,
CEPHA18C01,Government Expenditure on Education,1940,1940,140,Miscellaneous - Primary Education,£,83600
CEPHA18C01,Government Expenditure on Education,1940,1940,150,Appropriations in Aid (deduct) - Primary Education,£,89943
CEPHA18C01,Government Expenditure on Education,1940,1940,160,Total Primary Education,£,3746484
CEPHA18C01,Government Expenditure on Education,1940,1940,170,Total Secondary Education,£,497968
CEPHA18C01,Government Expenditure on Education,1940,1940,180,State funds - Technical (Vocational),£,345174
CEPHA18C01,Government Expenditure on Education,1940,1940,190,Local rates - Technical (Vocational),£,202679
CEPHA18C01,Government Expenditure on Education,1940,1940,200,Total Technical (Vocational),£,547853
CEPHA18C01,Government Expenditure on Education,1940,1940,210,Total Universities and Colleges,£,
CEPHA18C01,Government Expenditure on Education,1940,1940,220,Total Dublin Institute for Advanced Studies,£,
CEPHA18C01,Government Expenditure on Education,1940,1940,230,Total Science and Art,£,58314
CEPHA18C01,Government Expenditure on Education,1940,1940,240,Total Reformatory and Industrial Schools,£,112842
CEPHA18C01,Government Expenditure on Education,1940,1940,250,Total Education Expenditure,£,5147457
CEPHA18C01,Government Expenditure on Education,1940,1940,260,First Level Education,£,
CEPHA18C01,Government Expenditure on Education,1940,1940,270,Second Level Education (Post Primary),£,
CEPHA18C01,Government Expenditure on Education,1940,1940,280,Third Level Education (Higher Education),£,
CEPHA18C01,Government Expenditure on Education,1940,1940,290,Office of the Minister for Education,£,
CEPHA18C01,Government Expenditure on Education,1940,1940,300,Department of Education Expenditure,£,
CEPHA18C01,Government Expenditure on Education,1940,1940,310,Residential Homes and Special Schools,£,
CEPHA18C01,Government Expenditure on Education,1940,1940,320,Other Government Departments,£,
CEPHA18C01,Government Expenditure on Education,1940,1940,330,Total Gross Expenditure,£,
CEPHA18C01,Government Expenditure on Education,1940,1940,340,Total Appropropriations in Aid,£,
CEPHA18C01,Government Expenditure on Education,1940,1940,350,Total Net Expenditure,£,
CEPHA18C01,Government Expenditure on Education,1941,1941,100,Administration,£,184774
CEPHA18C01,Government Expenditure on Education,1941,1941,110,Teacher Training - Primary Education,£,79030
CEPHA18C01,Government Expenditure on Education,1941,1941,120,Teacher Salary - Primary Education,£,3272435
CEPHA18C01,Government Expenditure on Education,1941,1941,130,Teacher Pension - Primary Education,£,397438
CEPHA18C01,Government Expenditure on Education,1941,1941,135,Teacher Pension (Grants in Aid) - Primary Education,£,
CEPHA18C01,Government Expenditure on Education,1941,1941,140,Miscellaneous - Primary Education,£,77212
CEPHA18C01,Government Expenditure on Education,1941,1941,150,Appropriations in Aid (deduct) - Primary Education,£,93465
CEPHA18C01,Government Expenditure on Education,1941,1941,160,Total Primary Education,£,3732650
CEPHA18C01,Government Expenditure on Education,1941,1941,170,Total Secondary Education,£,498342
CEPHA18C01,Government Expenditure on Education,1941,1941,180,State funds - Technical (Vocational),£,341870
CEPHA18C01,Government Expenditure on Education,1941,1941,190,Local rates - Technical (Vocational),£,202192
CEPHA18C01,Government Expenditure on Education,1941,1941,200,Total Technical (Vocational),£,544062
CEPHA18C01,Government Expenditure on Education,1941,1941,210,Total Universities and Colleges,£,
CEPHA18C01,Government Expenditure on Education,1941,1941,220,Total Dublin Institute for Advanced Studies,£,
CEPHA18C01,Government Expenditure on Education,1941,1941,230,Total Science and Art,£,48069
CEPHA18C01,Government Expenditure on Education,1941,1941,240,Total Reformatory and Industrial Schools,£,120036
CEPHA18C01,Government Expenditure on Education,1941,1941,250,Total Education Expenditure,£,5127933
CEPHA18C01,Government Expenditure on Education,1941,1941,260,First Level Education,£,
CEPHA18C01,Government Expenditure on Education,1941,1941,270,Second Level Education (Post Primary),£,
CEPHA18C01,Government Expenditure on Education,1941,1941,280,Third Level Education (Higher Education),£,
CEPHA18C01,Government Expenditure on Education,1941,1941,290,Office of the Minister for Education,£,
CEPHA18C01,Government Expenditure on Education,1941,1941,300,Department of Education Expenditure,£,
CEPHA18C01,Government Expenditure on Education,1941,1941,310,Residential Homes and Special Schools,£,
CEPHA18C01,Government Expenditure on Education,1941,1941,320,Other Government Departments,£,
CEPHA18C01,Government Expenditure on Education,1941,1941,330,Total Gross Expenditure,£,
CEPHA18C01,Government Expenditure on Education,1941,1941,340,Total Appropropriations in Aid,£,
CEPHA18C01,Government Expenditure on Education,1941,1941,350,Total Net Expenditure,£,
CEPHA18C01,Government Expenditure on Education,1942,1942,100,Administration,£,182780
CEPHA18C01,Government Expenditure on Education,1942,1942,110,Teacher Training - Primary Education,£,71370
CEPHA18C01,Government Expenditure on Education,1942,1942,120,Teacher Salary - Primary Education,£,3321323
CEPHA18C01,Government Expenditure on Education,1942,1942,130,Teacher Pension - Primary Education,£,400703
CEPHA18C01,Government Expenditure on Education,1942,1942,135,Teacher Pension (Grants in Aid) - Primary Education,£,
CEPHA18C01,Government Expenditure on Education,1942,1942,140,Miscellaneous - Primary Education,£,78343
CEPHA18C01,Government Expenditure on Education,1942,1942,150,Appropriations in Aid (deduct) - Primary Education,£,93349
